ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours
1820,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1821,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1822,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1823,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1824,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1825,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1826,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,60.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1827,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,63.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1828,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,67.2,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1829,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,73.9,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1830,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Very High,>25 p/cm³,77.3,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1831,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,75.6,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1832,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,79.8,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1833,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,84.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1834,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,92.4,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1835,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,96.6,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1836,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,98.3,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1837,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1838,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1839,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1840,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1841,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1842,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1843,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1844,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1845,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1846,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1847,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1848,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1849,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1850,Minor Storm,4-5,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1851,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,68.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1852,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Slow,<400 km/s,Low,3-7 p/cm³,71.8,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1853,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,75.6,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1854,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Slow,<400 km/s,High,15-25 p/cm³,83.2,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1855,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very High,>25 p/cm³,86.9,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1856,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,85.0,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1857,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,89.8,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1858,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,94.5,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1859,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1860,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1861,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1862,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1863,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1864,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Fast,500-650 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1865,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1866,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1867,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1868,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1869,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1870,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1871,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1872,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1873,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1874,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1875,Minor Storm,4-5,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1876,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,4.0,None,N/A,N/A,>70°,0
1877,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,4.2,None,N/A,N/A,>70°,0
1878,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,4.4,None,N/A,N/A,>70°,0
1879,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,4.9,None,N/A,N/A,>70°,0
1880,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,5.1,None,N/A,N/A,>70°,0
1881,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,5.0,None,N/A,N/A,>70°,0
1882,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,5.2,None,N/A,N/A,>70°,0
1883,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,5.5,None,N/A,N/A,>70°,0
1884,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,6.1,None,N/A,N/A,>70°,0
1885,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,6.4,None,N/A,N/A,>70°,0
1886,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,6.5,None,N/A,N/A,>70°,0
1887,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,6.8,None,N/A,N/A,>70°,0
1888,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,7.2,None,N/A,N/A,>70°,0
1889,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,7.9,None,N/A,N/A,>70°,0
1890,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,8.3,None,N/A,N/A,>70°,0
1891,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,8.0,None,N/A,N/A,>70°,0
1892,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,8.4,None,N/A,N/A,>70°,0
1893,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,8.8,None,N/A,N/A,>70°,0
1894,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,9.7,None,N/A,N/A,>70°,0
1895,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,10.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1896,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,9.9,None,N/A,N/A,>70°,0
1897,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,10.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1898,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,11.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1899,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,12.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1900,Strong Storm,6-7,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,12.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1901,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,4.7,None,N/A,N/A,>70°,0
1902,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,4.9,None,N/A,N/A,>70°,0
1903,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,5.2,None,N/A,N/A,>70°,0
1904,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,5.7,None,N/A,N/A,>70°,0
1905,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,6.0,None,N/A,N/A,>70°,0
1906,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,5.9,None,N/A,N/A,>70°,0
1907,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,6.2,None,N/A,N/A,>70°,0
1908,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,6.5,None,N/A,N/A,>70°,0
1909,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,7.2,None,N/A,N/A,>70°,0
1910,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,7.5,None,N/A,N/A,>70°,0
1911,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,7.6,None,N/A,N/A,>70°,0
1912,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,8.0,None,N/A,N/A,>70°,0
1913,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,8.5,None,N/A,N/A,>70°,0
1914,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,9.3,None,N/A,N/A,>70°,0
1915,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,9.7,None,N/A,N/A,>70°,0
1916,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,9.4,None,N/A,N/A,>70°,0
1917,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,9.9,None,N/A,N/A,>70°,0
1918,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,10.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1919,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,11.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1920,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,12.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1921,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,11.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1922,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,12.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1923,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,13.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1924,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,14.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1925,Strong Storm,6-7,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,14.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
1926,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,5.1,None,N/A,N/A,>70°,0
1927,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,5.4,None,N/A,N/A,>70°,0
1928,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,5.7,None,N/A,N/A,>70°,0
1929,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,6.3,None,N/A,N/A,>70°,0
1930,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,6.6,None,N/A,N/A,>70°,0
1931,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,6.4,None,N/A,N/A,>70°,0
1932,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,6.8,None,N/A,N/A,>70°,0
1933,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,7.2,None,N/A,N/A,>70°,0
1934,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,7.9,None,N/A,N/A,>70°,0
1935,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,8.2,None,N/A,N/A,>70°,0
1936,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,8.4,None,N/A,N/A,>70°,0
1937,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,8.8,None,N/A,N/A,>70°,0
1938,Strong Storm,6-7,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,9.3,None,N/A,N/A,>70°,0
